iter	RMSE
166	54.98786233
167	54.88153265
168	54.74845533
169	54.60744545
170	54.44690078
171	54.30479047
172	54.17541431
173	54.04340251
174	53.9360973
175	53.80896031
176	53.71477668
177	53.59964346
178	53.4816445
179	53.3077243
180	53.20353799
181	53.12041226
182	52.98312669
183	52.83452942
184	52.70869895
185	52.59945563
186	52.47624469
187	52.34157657
188	52.20962914
189	52.09922729
190	51.98782397
191	51.89805261
192	51.80330159
193	51.70782296
194	51.62332534
195	51.47114008
196	51.39597174
197	51.29705533
198	51.18573312
199	51.09059491
200	50.95444702
201	50.86126992
202	50.79703615
203	50.69348744
204	50.59162768
205	50.50535478
206	50.4275358
207	50.28098816
208	50.17492132
209	50.09317143
210	49.99317741
211	49.91627812
212	49.84171064
213	49.73651325
214	49.65031337
215	49.54982681
216	49.4655494
217	49.39544018
218	49.28911857
219	49.19512758
220	49.11599752
221	49.02405294
222	48.95669252
223	48.86948535
224	48.79554352
225	48.73787347
226	48.68095575
227	48.6009202
228	48.51366005
229	48.45467994
230	48.35213765
231	48.28282797
232	48.22276932
233	48.17474485
234	48.03599629
235	47.95127812
236	47.82831765
237	47.72119917
238	47.64364921
239	47.5816895
240	47.50126938
241	47.44645637
242	47.33762558
243	47.26151843
244	47.17878924
245	47.11592132
246	47.01488727
247	46.961999
248	46.86353309
249	46.77472224
250	46.68573565
251	46.62246171
252	46.52812659
253	46.46889285
254	46.3938366
255	46.28429707
256	46.20753288
257	46.12892301
258	46.05036954
259	45.98563806
260	45.87883424
261	45.80719726
262	45.74381246
263	45.6636884
264	45.59183875
265	45.53516854
266	45.48781296
267	45.39707536
268	45.34056455
269	45.29814134
270	45.23408815
271	45.1279369
272	45.06801795
273	44.98393738
274	44.88837197
275	44.81600734
276	44.740546
277	44.66858483
278	44.56423016
279	44.52023537
280	44.43462682
281	44.37966447
282	44.29534803
283	44.23861692
284	44.18556481
285	44.13375409
286	44.04804791
287	43.96841643
288	43.90465498
289	43.82892943
290	43.77149412
291	43.70654793
292	43.64657709
293	43.59106374
294	43.54182953
295	43.46663145
296	43.4057814
297	43.32315522
298	43.23810395
299	43.17578729
300	43.07978801
301	42.99819172
302	42.92597361
303	42.85019765
304	42.78042484
305	42.72492709
306	42.6658691
307	42.60069529
308	42.51405623
309	42.44446477
310	42.38685747
311	42.33969721
312	42.2809026
313	42.21247191
314	42.15217331
315	42.09656018
316	42.00769206
317	41.96412282
318	41.89185293
319	41.83502676
320	41.76530484
321	41.70762664
322	41.64239625
323	41.59138998
324	41.53909366
325	41.47770511
326	41.40524852
327	41.35587989
328	41.2777678
329	41.22817909
330	41.16715355
331	41.10488882
332	41.02530867
333	40.95608482
334	40.87885451
335	40.83740349
336	40.78283193
337	40.70600109
338	40.64495324
339	40.57374322
340	40.51803366
341	40.46189286
342	40.42212072
343	40.36541822
344	40.30642206
345	40.24861953
346	40.20265373
347	40.14266878
348	40.07897659
349	40.02527086
350	39.98019642
351	39.93378479
352	39.88669773
353	39.83285471
354	39.78774603
355	39.73702126
356	39.69499751
357	39.62609947
358	39.58609405
359	39.53789421
360	39.49431449
361	39.45973775
362	39.38693547
363	39.35743146
364	39.28514707
365	39.2388448
366	39.17639983
367	39.12459961
368	39.0820273
369	39.0241487
370	38.965926
371	38.92263151
372	38.86134982
373	38.81563393
374	38.7641958
375	38.71667442
376	38.65586449
377	38.61238969
378	38.56820479
379	38.51816725
380	38.45517626
381	38.39364177
382	38.33008328
383	38.290057
384	38.22723761
385	38.18770096
386	38.13027969
387	38.07302205
388	38.01869661
389	37.96389309
390	37.92355005
391	37.88214104
392	37.8270255
393	37.7724921
394	37.73831806
395	37.70191891
396	37.65467968
397	37.60879985
398	37.57844747
399	37.50766971
400	37.45588545
401	37.40386144
402	37.35595782
403	37.30676974
404	37.26107836
405	37.22509672
406	37.17635694
407	37.13175021
408	37.08292961
409	37.02830918
410	36.99410348
411	36.9364878
412	36.89000758
413	36.83698793
414	36.79317565
415	36.73863555
416	36.68572474
417	36.62633724
418	36.58906652
419	36.52661074
420	36.48780295
421	36.44459341
422	36.39951449
423	36.36167078
424	36.31100687
425	36.27218525
426	36.21148621
427	36.16020615
428	36.11559387
429	36.08108605
430	36.02562744
431	35.9879389
432	35.95252005
433	35.92046657
434	35.87136224
435	35.82160445
436	35.7805344
437	35.72957436
438	35.69003512
439	35.64884448
440	35.60988881
441	35.57682417
442	35.52677492
443	35.4965136
444	35.44134836
445	35.40063519
446	35.35256749
447	35.30619632
448	35.26055124
449	35.22436738
450	35.18876822
451	35.13940212
452	35.0914866
453	35.0607003
454	35.01917913
455	34.96711327
456	34.92371222
457	34.88412171
458	34.83992482
459	34.80309272
460	34.76111881
461	34.72191774
462	34.68539141
463	34.64092082
464	34.58554612
465	34.5535974
466	34.51254326
467	34.4610654
468	34.42375498
469	34.38392348
470	34.3531774
471	34.32555885
472	34.29072976
473	34.25420614
474	34.213909
475	34.17838839
476	34.12366839
477	34.06444944
478	34.0265216
479	33.98216829
480	33.94928718
481	33.91306789
482	33.87635344
483	33.8219886
484	33.78725868
485	33.73612539
486	33.70048372
487	33.65640756
488	33.62163559
489	33.58784491
490	33.55940059
491	33.5288501
492	33.49678526
493	33.46364309
494	33.43271371
495	33.39402969
496	33.36693107
497	33.3340057
498	33.28984826
499	33.26021113
500	33.22079732
501	33.17509021
502	33.13791526
503	33.11326207
504	33.07674895
505	33.02651785
506	32.99704266
507	32.96526156
508	32.92653035
509	32.89191532
510	32.84414364
511	32.79628602
512	32.76565543
513	32.72826752
514	32.69086599
515	32.66352962
516	32.61448444
517	32.5918231
518	32.56515959
519	32.51951216
520	32.49399199
521	32.4704847
522	32.44135864
523	32.40043144
524	32.37419969
525	32.3366993
526	32.29042992
527	32.2601256
528	32.23322702
529	32.17178091
530	32.14761103
531	32.1193083
532	32.08607532
533	32.04514029
534	31.9993725
535	31.96146773
536	31.92843366
537	31.90359962
538	31.87160853
539	31.8241224
540	31.76414342
541	31.74124673
542	31.71467203
543	31.67182321
544	31.64359846
545	31.60692788
546	31.58298733
547	31.5521621
548	31.51394761
549	31.4803411
550	31.45661434
551	31.43321551
552	31.4014492
553	31.36589817
554	31.34157257
555	31.31187393
556	31.27212158
557	31.24388107
558	31.2176436
559	31.17997973
560	31.15617372
561	31.13169752
562	31.09841895
563	31.07479149
564	31.03439403
565	31.01072103
566	30.98573912
567	30.96453906
568	30.92815969
569	30.90207897
570	30.87685279
571	30.84642671
572	30.82114627
573	30.79785927
574	30.76800851
575	30.72718946
576	30.69909837
577	30.66875401
578	30.63121588
579	30.59903928
580	30.56652308
581	30.5143332
582	30.47745076
583	30.45277686
584	30.41109012
585	30.38897346
586	30.35680391
587	30.32487038
588	30.29116939
589	30.26017616
590	30.23737569
591	30.21519765
592	30.17821038
593	30.14145988
594	30.12143045
595	30.09280024
596	30.06738656
597	30.04603532
598	30.01999808
599	29.9798353
600	29.95167336
601	29.92492897
602	29.8994407
603	29.87780801
604	29.85043651
605	29.82650057
606	29.80216064
607	29.78381946
608	29.74074907
609	29.72020115
610	29.69312866
611	29.6635466
612	29.63776726
613	29.61677436
614	29.59310192
615	29.56898556
616	29.54653342
617	29.52851834
618	29.50017223
619	29.48211527
620	29.45825876
621	29.4310306
622	29.40348017
623	29.37154931
624	29.35057481
625	29.31784364
626	29.29842104
627	29.26103653
628	29.22942153
629	29.19654237
630	29.1671812
631	29.13223134
632	29.10723923
633	29.07942452
634	29.04649277
635	29.02333796
636	28.99143804
637	28.96820766
638	28.94542358
639	28.92388338
640	28.90399558
641	28.88601705
642	28.86383428
643	28.83946508
644	28.80903466
645	28.78513073
646	28.76664036
647	28.75057108
648	28.71994232
649	28.70280474
650	28.67737288
651	28.65857665
652	28.6334437
653	28.61306636
654	28.59174462
655	28.56200075
656	28.53901181
657	28.50251901
658	28.47852896
659	28.46045806
660	28.44178545
661	28.41641479
662	28.39913385
663	28.37481205
664	28.3530839
665	28.32039598
666	28.30278868
667	28.28350921
668	28.24071362
669	28.22127465
670	28.20317124
671	28.17688431
672	28.15714698
673	28.13496261
674	28.113646
675	28.08977382
676	28.06854886
677	28.05405065
678	28.01566644
679	27.9947824
680	27.96590157
681	27.93155545
682	27.9060652
683	27.86518596
684	27.84380516
685	27.82065113
686	27.78592418
687	27.76679003
688	27.74949287
689	27.71959264
690	27.69542587
691	27.66119313
692	27.62380365
693	27.59764109
694	27.57448158
695	27.55020317
696	27.52463654
697	27.49512194
698	27.46978917
699	27.44124274
700	27.42407643
701	27.39985027
702	27.37699538
703	27.34273053
704	27.3204121
705	27.29789981
706	27.283755
707	27.26059601
708	27.24186107
709	27.22296156
710	27.20969
711	27.19020845
712	27.16344189
713	27.14114656
714	27.11270614
715	27.09254256
716	27.07662407
717	27.04722182
718	27.01247183
719	26.99450946
720	26.97634916
721	26.94894101
722	26.92989045
723	26.91168109
724	26.88789567
725	26.86731913
726	26.85421947
727	26.83644078
728	26.80015367
729	26.76897125
730	26.75016841
731	26.73386227
732	26.71418054
733	26.69882014
734	26.68111966
735	26.65317523
736	26.62243048
737	26.58858893
738	26.5686915
739	26.54919712
740	26.5330597
741	26.49598815
742	26.47469532
743	26.44623695
744	26.42112829
745	26.40361853
746	26.36813619
747	26.34814077
748	26.32875202
749	26.30933224
750	26.27616076
751	26.25809838
752	26.24586211
753	26.22908661
754	26.20518687
755	26.17902883
756	26.16441588
757	26.1341447
758	26.10542461
759	26.08366975
760	26.06109352
761	26.03926873
762	26.01803758
763	25.99788605
764	25.98236628
765	25.96331191
766	25.94522825
767	25.91295401
768	25.90014104
769	25.88351483
770	25.86495848
771	25.8339465
772	25.81559907
773	25.79264577
774	25.76240649
775	25.74378754
776	25.72472365
777	25.69994578
778	25.6687513
779	25.64860392
780	25.61595945
781	25.59765
782	25.58064331
783	25.55914915
784	25.54340618
785	25.51570021
786	25.50062651
787	25.48301029
788	25.46717385
789	25.44775614
790	25.4297636
791	25.41376845
792	25.39953999
793	25.38397743
794	25.36974404
795	25.34311439
796	25.31828924
797	25.28920033
798	25.26885033
799	25.25328198
800	25.23189154
801	25.21276331
802	25.19957139
803	25.18173278
804	25.16416263
805	25.14930764
806	25.13042215
807	25.10723991
808	25.09531038
809	25.07729622
810	25.0618509
811	25.03959297
812	25.02336612
813	25.00687132
814	24.99064594
815	24.97447787
816	24.9600876
817	24.94464673
818	24.92442937
819	24.91044917
820	24.89261328
821	24.8712107
822	24.85882859
823	24.84533186
824	24.82185678
825	24.80792419
826	24.78921232
827	24.76779432
828	24.74708352
829	24.73178919
830	24.71709633
831	24.69904148
832	24.68693012
833	24.6717384
834	24.6534626
835	24.64206027
836	24.62370649
837	24.60697109
838	24.59196317
839	24.5672643
840	24.55336062
841	24.53132743
842	24.51328682
843	24.49957258
844	24.48244886
845	24.4617157
846	24.44384447
847	24.41629791
848	24.39735332
849	24.38312773
850	24.37024903
851	24.34891375
852	24.32624316
853	24.30134074
854	24.27960483
855	24.26670275
856	24.24838848
857	24.23235597
858	24.22029916
859	24.20665431
860	24.17741703
861	24.16423224
862	24.15025126
863	24.13507114
864	24.11502324
865	24.0991466
866	24.07373467
867	24.05525997
868	24.03690624
869	24.02126206
870	24.00513576
871	23.99036757
872	23.9755083
873	23.961807
874	23.94756895
875	23.93537756
876	23.90891143
877	23.89696346
878	23.87899267
879	23.86642475
880	23.85698809
881	23.84218695
882	23.82815967
883	23.81433319
884	23.78874573
885	23.7740149
886	23.75911131
887	23.74140919
888	23.73033181
889	23.71639386
890	23.70157553
891	23.68919679
892	23.67031447
893	23.65713585
894	23.64205367
895	23.62952801
896	23.61625873
897	23.60371394
898	23.59070136
899	23.57563574
900	23.55001807
901	23.52636575
902	23.51440565
903	23.49727336
904	23.48664059
905	23.47508781
906	23.4577239
907	23.44564937
908	23.43355535
909	23.41696244
910	23.39376814
911	23.38244402
912	23.3662108
913	23.34226225
914	23.32432225
915	23.3131486
916	23.29100026
917	23.27951343
918	23.26087761
919	23.24726501
920	23.2328795
921	23.21746991
922	23.20313538
923	23.18552846
924	23.17539326
925	23.16404662
926	23.14716987
927	23.1352815
928	23.12407901
929	23.10867856
930	23.09915629
931	23.08437709
932	23.07295515
933	23.05292522
934	23.04113818
935	23.02982229
936	23.01707506
937	23.00696051
938	22.99213353
939	22.97137532
940	22.95630741
941	22.94144913
942	22.93000703
943	22.90854483
944	22.89608168
945	22.88330072
946	22.87266814
947	22.85469314
948	22.84216366
949	22.83051573
950	22.81603441
951	22.80203395
952	22.78155193
953	22.76348178
954	22.7447043
955	22.73548949
956	22.71999664
957	22.70590106
958	22.69401415
959	22.68454737
960	22.67580364
961	22.66521312
962	22.65651065
963	22.64074975
964	22.63042097
965	22.62297354
966	22.6106722
967	22.59912301
968	22.58370942
969	22.57319114
970	22.55929607
971	22.54687835
972	22.53520697
973	22.52034493
974	22.50408883
