iter	RMSE
539	43.68608703
540	43.6636556
541	43.62651341
542	43.60256839
543	43.5810114
544	43.56250568
545	43.41286465
546	43.38369298
547	43.31313155
548	43.28398052
549	43.26650183
550	43.23803511
551	43.20982263
552	43.17299798
553	43.14094822
554	43.11634764
555	43.09372296
556	43.06002759
557	43.03349988
558	43.00206555
559	42.96886255
560	42.93373946
561	42.90607984
562	42.859885
563	42.82668099
564	42.79962242
565	42.77679889
566	42.75117117
567	42.59856772
568	42.5782769
569	42.55811598
570	42.52334814
571	42.50268447
572	42.47160903
573	42.44789333
574	42.41810006
575	42.39236298
576	42.36439536
577	42.34289403
578	42.31756709
579	42.22242363
580	42.19422118
581	42.16840581
582	42.12942157
583	42.08117226
584	42.0407894
585	41.99886068
586	41.87659465
587	41.84787132
588	41.82682581
589	41.79823861
590	41.76038971
591	41.72894543
592	41.70547189
593	41.67795268
594	41.65312784
595	41.6329258
596	41.60042638
597	41.57806352
598	41.54265148
599	41.51908418
600	41.49957537
601	41.47671034
602	41.451211
603	41.41982475
604	41.3590767
605	41.32335306
606	41.29837873
607	41.27730461
608	41.25873223
609	41.2263568
610	41.09287781
611	41.06946614
612	41.04820469
613	41.01996441
614	40.99997155
615	40.97003057
616	40.94752983
617	40.91528369
618	40.89634125
619	40.87862173
620	40.84239609
621	40.82316306
622	40.79980808
623	40.76372798
624	40.70835819
625	40.67573267
626	40.64644362
627	40.6172049
628	40.58688475
629	40.53552671
630	40.5069246
631	40.48936737
632	40.46121519
633	40.43336101
634	40.41585169
635	40.3926142
636	40.3665497
637	40.3440054
638	40.32574431
639	40.29781638
640	40.26348235
641	40.24469739
642	40.21730933
643	40.1806584
644	40.1363663
645	40.10424428
646	40.08094116
647	40.05955871
648	40.03404299
649	40.01645544
650	39.99922282
651	39.97925402
652	39.96252106
653	39.9130033
654	39.88788162
655	39.85977291
656	39.8338597
657	39.80715523
658	39.78029697
659	39.76015396
660	39.73420117
661	39.71716485
662	39.69010069
663	39.67113761
664	39.64486719
665	39.61855645
666	39.58999414
667	39.57015364
668	39.5477579
669	39.53248648
670	39.50727096
671	39.48265984
672	39.46042351
673	39.43546648
674	39.409904
675	39.38675547
676	39.35378178
677	39.33601085
678	39.31479859
679	39.29503723
680	39.24698336
681	39.22676595
682	39.20307048
683	39.17820847
684	39.16011283
685	39.13998449
686	39.11408012
687	39.09759257
688	39.07628179
689	39.04488517
690	39.02081068
691	39.00663042
692	38.98923285
693	38.96704554
694	38.92012319
695	38.89344124
696	38.85743475
697	38.82479579
698	38.77813233
699	38.74902793
700	38.70302277
701	38.68101099
702	38.66732693
703	38.64099171
704	38.62362396
705	38.60970415
706	38.58886029
707	38.56170936
708	38.53986702
709	38.52115519
710	38.49844595
711	38.47935865
712	38.43738785
713	38.41435749
714	38.39581363
715	38.37838512
716	38.3574027
717	38.33225777
718	38.30270913
719	38.25645865
720	38.23577838
721	38.21417244
722	38.19277882
723	38.16697405
724	38.13900438
725	38.11548438
726	38.09773833
727	38.08487571
728	38.063329
729	38.04112921
730	38.02519882
731	38.00903517
732	37.98960533
733	37.97300734
734	37.95494975
735	37.9381766
736	37.9154246
737	37.88498056
738	37.86984631
739	37.84856679
740	37.80480073
741	37.78650249
742	37.77107742
743	37.75172519
744	37.72375677
745	37.70633955
746	37.68318316
747	37.65440786
748	37.6279467
749	37.60921984
750	37.5921484
751	37.54978618
752	37.53341275
753	37.51536466
754	37.49533454
755	37.4767024
756	37.45902481
757	37.41730903
758	37.39775825
759	37.37410887
760	37.34200168
761	37.31985927
762	37.2956555
763	37.26562189
764	37.2382518
765	37.19558788
766	37.18129035
767	37.1531318
768	37.13504098
769	37.11409131
770	37.09883711
771	37.07545969
772	37.03910051
773	37.00523245
774	36.9873745
775	36.88662103
776	36.86766834
777	36.74228853
778	36.72544287
779	36.65192803
780	36.63075698
781	36.61223881
782	36.59540908
783	36.56481243
784	36.54546366
785	36.5235717
786	36.50937223
787	36.49403112
788	36.47237751
789	36.45521866
790	36.4422377
791	36.42335794
792	36.35400036
793	36.33441123
794	36.31839719
795	36.29883193
796	36.27524042
797	36.24657268
798	36.23442488
799	36.22170573
800	36.20757045
801	36.19607615
802	36.17976873
803	36.15817109
804	36.14122381
805	36.11180708
806	36.09549178
807	36.07909697
808	36.05303945
809	36.02058374
810	36.00435717
811	35.98734915
812	35.97345291
813	35.95921205
814	35.94100145
815	35.92030495
816	35.90225518
817	35.88438931
818	35.86460281
819	35.84009146
820	35.82322962
821	35.78403056
822	35.76696841
823	35.7440806
824	35.72854437
825	35.70074162
826	35.68452223
827	35.66872564
828	35.65128053
829	35.6248095
830	35.61001886
831	35.59009099
832	35.56978552
833	35.55320887
834	35.51702867
835	35.49927638
836	35.48225917
837	35.46978569
838	35.44458567
839	35.36475903
840	35.35080012
841	35.31937982
842	35.30409898
843	35.28933818
844	35.26177012
845	35.24263452
846	35.22741137
847	35.2118825
848	35.19331384
849	35.18076324
850	35.15694395
851	35.14653352
852	35.13174203
853	35.10390452
854	35.0913937
855	35.07727416
856	35.05156141
857	35.02920964
858	35.01128402
859	34.99749277
860	34.92603746
861	34.91173171
862	34.89509636
863	34.87542499
864	34.84062993
865	34.82712703
866	34.80854903
867	34.79063152
868	34.7699471
869	34.75258927
870	34.73862846
871	34.72224343
872	34.7084107
873	34.68979216
874	34.67181571
875	34.65313029
876	34.64102909
877	34.6231412
878	34.60858102
879	34.59064177
880	34.57511778
881	34.56403749
882	34.55170654
883	34.52181547
884	34.50739369
885	34.49235815
886	34.4766946
887	34.46065667
888	34.44594866
889	34.43324863
890	34.41888556
891	34.39450148
892	34.36714773
893	34.34505166
894	34.32651812
895	34.25809723
896	34.24656351
897	34.23481594
898	34.22301402
899	34.20907335
900	34.19397839
901	34.1711136
902	34.14731613
903	34.13060968
904	34.11555376
905	34.0850644
906	34.07018179
907	34.05470893
908	34.03489937
909	34.01984199
910	33.98788657
911	33.97195773
912	33.96063342
913	33.94392952
914	33.93084608
915	33.91756278
916	33.89811074
917	33.88084629
918	33.86084619
919	33.84943511
920	33.83861127
921	33.82865858
922	33.81263445
923	33.74084317
924	33.72722818
925	33.70863244
926	33.69137873
927	33.6628339
928	33.64838893
929	33.62004493
930	33.60377545
931	33.58777997
932	33.57510505
933	33.55980574
934	33.53143889
935	33.5041234
936	33.48866613
937	33.47799084
938	33.45908125
939	33.44713971
940	33.43315544
941	33.42379038
942	33.40847402
943	33.38385579
944	33.36225391
945	33.3490398
946	33.3371183
947	33.32397126
948	33.30122536
949	33.27943902
950	33.26399556
951	33.25037814
952	33.23749054
953	33.22107549
954	33.20477624
955	33.18376478
956	33.1731816
957	33.15745895
958	33.14469625
959	33.13018199
960	33.11350839
961	33.10360244
962	33.08804226
963	33.07293573
964	33.05431353
965	33.03702955
966	33.01239723
967	32.96729656
968	32.94941844
969	32.93591474
970	32.92213158
971	32.91165964
972	32.8956217
973	32.88135408
974	32.87301136
975	32.86506634
976	32.79905016
977	32.7874689
978	32.77472969
979	32.75998649
980	32.7438254
981	32.72433027
982	32.70543235
983	32.67977437
984	32.66612746
985	32.65318043
986	32.55192462
987	32.53333578
988	32.52079019
989	32.49706954
990	32.48630501
991	32.46641546
992	32.44535289
993	32.43307884
994	32.41332569
995	32.39569544
996	32.34220337
997	32.32846218
998	32.31792687
999	32.3116416
